epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,969.127,1.20261,1.37908,1.01101,0.62443,0.42444,0.48758,0.33367,1.22725,1.74468,1.08632,4.8538e-06,4.8538e-06,4.8538e-06
169,974.157,1.15531,1.29067,1.0138,0.62204,0.42788,0.48851,0.33415,1.22774,1.73905,1.08659,4.7152e-06,4.7152e-06,4.7152e-06
170,979.318,1.18581,1.36255,1.01088,0.62154,0.42968,0.48855,0.33384,1.22528,1.7367,1.08637,4.5766e-06,4.5766e-06,4.5766e-06
171,985.13,1.20639,1.40154,1.03149,0.62342,0.42956,0.48927,0.33449,1.22433,1.72825,1.08555,4.438e-06,4.438e-06,4.438e-06
172,990.03,1.154,1.36213,1.02008,0.6288,0.42708,0.48962,0.33359,1.22554,1.73534,1.08508,4.2994e-06,4.2994e-06,4.2994e-06
173,995.793,1.18042,1.35014,1.00737,0.61022,0.43647,0.48901,0.33343,1.22544,1.73658,1.08459,4.1608e-06,4.1608e-06,4.1608e-06
174,1000.77,1.22085,1.39979,1.03017,0.62701,0.42839,0.4902,0.33417,1.22585,1.73171,1.08469,4.0222e-06,4.0222e-06,4.0222e-06
175,1005.84,1.18907,1.38513,1.02464,0.55484,0.46143,0.49399,0.33579,1.22857,1.72459,1.08613,3.8836e-06,3.8836e-06,3.8836e-06
176,1012.15,1.18459,1.36669,1.00298,0.56286,0.45675,0.49168,0.33427,1.22851,1.72689,1.08595,3.745e-06,3.745e-06,3.745e-06
177,1017.37,1.21857,1.33722,1.01556,0.54883,0.46836,0.49388,0.33617,1.22703,1.73594,1.08534,3.6064e-06,3.6064e-06,3.6064e-06
178,1023.95,1.20002,1.37022,1.01175,0.54567,0.47099,0.49433,0.33603,1.22675,1.74087,1.08543,3.4678e-06,3.4678e-06,3.4678e-06
179,1029.09,1.19629,1.37051,1.01631,0.54324,0.47371,0.49347,0.33566,1.22636,1.74289,1.08578,3.3292e-06,3.3292e-06,3.3292e-06
180,1035,1.17411,1.32298,1.01807,0.55423,0.46539,0.49197,0.33459,1.23065,1.73427,1.08791,3.1906e-06,3.1906e-06,3.1906e-06
181,1040.42,1.17395,1.30994,1.01976,0.54352,0.47634,0.49227,0.33547,1.22927,1.73417,1.08725,3.052e-06,3.052e-06,3.052e-06
182,1045.84,1.16461,1.33601,1.00759,0.55226,0.46463,0.49113,0.33459,1.22764,1.73503,1.08711,2.9134e-06,2.9134e-06,2.9134e-06
183,1051.73,1.1443,1.31283,1.01689,0.55304,0.46498,0.49086,0.33535,1.22523,1.73594,1.08677,2.7748e-06,2.7748e-06,2.7748e-06
184,1056.97,1.16777,1.35444,1.00154,0.56289,0.45392,0.48999,0.33513,1.22456,1.73211,1.08613,2.6362e-06,2.6362e-06,2.6362e-06
185,1063.03,1.18496,1.34117,1.01076,0.55896,0.45827,0.49269,0.33569,1.22443,1.72651,1.08597,2.4976e-06,2.4976e-06,2.4976e-06
186,1068,1.18428,1.39291,1.01946,0.55734,0.46113,0.49457,0.33763,1.22459,1.73035,1.08577,2.359e-06,2.359e-06,2.359e-06
187,1073.16,1.20007,1.39586,0.99689,0.55714,0.46084,0.49301,0.33692,1.22298,1.72887,1.08509,2.2204e-06,2.2204e-06,2.2204e-06
188,1079.39,1.17233,1.32445,1.02892,0.55469,0.46336,0.49247,0.33583,1.22332,1.72961,1.08481,2.0818e-06,2.0818e-06,2.0818e-06
189,1084.56,1.16483,1.3784,1.00865,0.5513,0.46693,0.49223,0.33496,1.22315,1.73088,1.08525,1.9432e-06,1.9432e-06,1.9432e-06
190,1090.68,1.22104,1.4552,1.01613,0.549,0.47083,0.49218,0.33572,1.22316,1.73358,1.08473,1.8046e-06,1.8046e-06,1.8046e-06
191,1107.76,1.22109,1.34689,1.05382,0.53222,0.48129,0.49278,0.33556,1.23144,1.72098,1.08667,1.666e-06,1.666e-06,1.666e-06
192,1116.4,1.19848,1.3311,1.03192,0.54147,0.46374,0.49466,0.33348,1.2446,1.72188,1.09095,1.5274e-06,1.5274e-06,1.5274e-06
193,1122.9,1.24199,1.39539,1.06811,0.56255,0.4339,0.48881,0.32863,1.25556,1.73268,1.09546,1.3888e-06,1.3888e-06,1.3888e-06
194,1129.55,1.25514,1.43799,1.06222,0.55573,0.43304,0.48358,0.32181,1.26336,1.74614,1.09814,1.2502e-06,1.2502e-06,1.2502e-06
195,1135.15,1.2065,1.36065,1.04378,0.53858,0.43001,0.47791,0.31818,1.26729,1.75696,1.10006,1.1116e-06,1.1116e-06,1.1116e-06
196,1140.21,1.20206,1.33012,1.0474,0.54392,0.41936,0.46879,0.31067,1.27213,1.76904,1.10166,9.73e-07,9.73e-07,9.73e-07
197,1146.11,1.17706,1.29935,1.04703,0.52925,0.41809,0.46479,0.30829,1.27417,1.77706,1.10269,8.344e-07,8.344e-07,8.344e-07
198,1151.09,1.18952,1.30679,1.03708,0.52759,0.41902,0.4618,0.30552,1.27519,1.77694,1.10339,6.958e-07,6.958e-07,6.958e-07
199,1156.83,1.18894,1.31913,1.05253,0.52577,0.41775,0.45941,0.30379,1.27545,1.78428,1.10409,5.572e-07,5.572e-07,5.572e-07
200,1161.89,1.16964,1.25714,1.04118,0.5304,0.42124,0.45989,0.30476,1.27283,1.7853,1.10245,4.186e-07,4.186e-07,4.186e-07
