epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,2128.43,0.81616,0.56384,1.0106,0.90864,0.87477,0.93234,0.7629,0.76267,0.41099,1.01913,1.20058e-06,1.20058e-06,1.20058e-06
161,2144.78,0.82891,0.57409,1.05195,0.90426,0.87226,0.92604,0.75452,0.78045,0.42761,1.02841,1.11586e-06,1.11586e-06,1.11586e-06
162,2157.32,0.827,0.58033,1.05926,0.87417,0.87922,0.91664,0.73915,0.79841,0.4474,1.03947,1.03511e-06,1.03511e-06,1.03511e-06
163,2169.84,0.8248,0.57373,1.05898,0.8731,0.87784,0.91302,0.73391,0.80115,0.45157,1.04166,9.58357e-07,9.58357e-07,9.58357e-07
164,2182.35,0.8357,0.57726,1.05195,0.8755,0.87695,0.91293,0.7349,0.8026,0.45247,1.04236,8.85616e-07,8.85616e-07,8.85616e-07
165,2194.88,0.82612,0.56929,1.04744,0.87979,0.87844,0.91414,0.73671,0.79775,0.44817,1.03931,8.16913e-07,8.16913e-07,8.16913e-07
166,2207.34,0.82952,0.57358,1.0611,0.88402,0.87709,0.91417,0.7379,0.79404,0.44511,1.0373,7.52268e-07,7.52268e-07,7.52268e-07
167,2219.85,0.81231,0.55811,1.04614,0.88544,0.87647,0.9142,0.73816,0.79256,0.44411,1.03648,6.91701e-07,6.91701e-07,6.91701e-07
168,2232.36,0.81285,0.54815,1.04837,0.88946,0.8745,0.91668,0.74183,0.78864,0.44086,1.03449,6.35231e-07,6.35231e-07,6.35231e-07
169,2244.86,0.8159,0.56187,1.04487,0.88693,0.87571,0.91495,0.73931,0.78861,0.44103,1.03431,5.82874e-07,5.82874e-07,5.82874e-07
170,2257.39,0.81235,0.54873,1.05019,0.8881,0.87628,0.91532,0.74055,0.7867,0.43865,1.03371,5.34647e-07,5.34647e-07,5.34647e-07
171,2269.9,0.82075,0.56525,1.03755,0.89335,0.87192,0.91536,0.74063,0.787,0.43961,1.03393,4.90565e-07,4.90565e-07,4.90565e-07
172,2282.47,0.80923,0.54672,1.04874,0.89263,0.87531,0.91544,0.74178,0.78225,0.43654,1.03112,4.5064e-07,4.5064e-07,4.5064e-07
173,2294.99,0.81877,0.56189,1.05098,0.89898,0.87733,0.9206,0.7476,0.78,0.43513,1.0295,4.14885e-07,4.14885e-07,4.14885e-07
174,2307.43,0.81459,0.5502,1.03284,0.89962,0.87437,0.91972,0.7456,0.7823,0.43515,1.03095,3.8331e-07,3.8331e-07,3.8331e-07
175,2319.93,0.82489,0.56335,1.04005,0.89707,0.87439,0.91636,0.74424,0.78236,0.43642,1.03108,3.55927e-07,3.55927e-07,3.55927e-07
176,2332.43,0.8121,0.54877,1.03588,0.90165,0.8728,0.91953,0.74667,0.78317,0.43583,1.03169,3.32741e-07,3.32741e-07,3.32741e-07
